,m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,form_7_type,curr_ratio,non_perform_asset_tot_loan,loan_loss_reserve,lterm_debt_cap,tot_debt_tot_equity,gross_margin,oper_profit_margin,ebit_margin,ebitda_margin,pretax_profit_margin,profit_margin,free_cash_flow,loss_ratio,exp_ratio,comb_ratio,asset_turn,invty_turn,rcv_turn,day_sale_rcv,ret_equity,ret_tang_equity,ret_asset,ret_invst,free_cash_flow_per_share,book_val_per_share,oper_cash_flow_per_share
252,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,2.17,,,0.153,0.2791,68.1489,21.0993,22.2952,,21.0993,18.0506,19570.0,,,,0.1335,0.7045,1.6593,54.2395,,13.5329,2.4098,3.8271,6.9572,25.8243,6.9569
253,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,2.8345,,,0.2178,0.3214,69.5172,30.2826,31.6726,,30.2826,25.4948,1575.0,,,,0.1283,0.6523,1.5327,58.7198,6.1351,17.8573,3.2716,4.7987,0.5617,26.4007,0.7807
254,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,3.0781,,,0.2529,0.3621,71.1287,26.5339,28.0381,,26.5339,21.6265,6042.0,,,,0.1322,0.6261,1.5323,58.7372,5.5152,16.1986,2.8588,4.1203,2.1623,26.4727,2.4168
255,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,2.7257,,,0.2445,0.3709,69.2144,29.6352,31.257,,29.6352,23.9731,10854.0,,,,0.127,0.6463,1.5104,59.5859,5.8706,19.4571,3.0434,4.4354,3.8967,26.7279,4.3491
256,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,2.4739,,,0.2417,0.3852,69.4356,23.8816,25.4501,,23.8816,21.0648,16808.0,,,,0.1282,0.6795,1.5477,58.1526,5.4162,18.3923,2.701,4.1073,6.0267,26.018,6.7292
257,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,2.5219,,,0.2775,0.4602,69.6837,31.3802,33.2095,,31.3802,24.8902,2384.0,,,,0.1226,0.6067,1.4444,62.31,6.2865,27.5841,3.0514,4.5421,0.8655,26.1014,1.0575
258,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,1.3435,,,0.2756,0.4807,69.0907,25.203,26.9653,,25.203,20.3142,7561.0,,,,0.1233,0.6004,1.4183,63.4572,5.321,-26.8486,2.5045,3.8546,2.758,26.7847,3.168
259,JNJ,JNJ,JOHNSON & JOHNS,Johnson & Johnson,NYSE,USD,2017-09-30,Q,,2017,3,2017,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,
260,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,1.05,,,0.2996,0.895,60.8633,21.8577,21.8577,26.056,24.6186,18.4436,6655.0,,,,0.582,5.891,9.4598,38.5845,27.0856,203.3396,10.811,18.9701,1.4324,7.0528,2.0392
261,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,1.0901,,,0.3076,0.9832,60.3203,22.4483,22.4483,26.576,24.5934,18.7829,8008.0,,,,0.5572,5.8373,10.0897,36.1754,27.3939,155.8223,10.5438,18.9671,1.7469,7.4218,2.3222
262,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,1.1256,,,0.3642,1.1088,60.6843,21.8295,21.8295,26.049,24.4952,18.3207,8103.0,,,,0.5203,5.6213,9.615,37.9614,25.7955,147.9842,9.5786,16.4011,1.7971,7.5965,2.338
263,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,1.0189,,,0.3841,1.366,61.1092,21.1053,21.1053,25.4011,20.2726,15.4311,8432.0,,,,0.4999,5.7706,10.2996,35.4383,23.3108,170.0645,7.7415,14.356,1.8948,6.9998,2.3854
264,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,1.2401,,,0.5236,1.7123,60.5319,19.7047,19.7047,24.1523,21.6847,16.5959,8060.0,,,,0.4922,6.0241,11.2393,32.4754,28.5903,451.348,8.1848,13.6218,1.8297,5.9584,2.39
265,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,1.2818,,,0.5611,1.9685,60.6693,20.6053,20.6053,24.874,19.4348,15.5913,6684.0,,,,0.4797,6.1551,10.8566,33.6201,28.2084,313.0975,7.5054,12.3809,1.5306,5.4151,2.0142
266,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,1.0738,,,0.2801,0.8001,62.4608,21.7172,21.7172,,23.9232,18.0945,-108.0,,,,0.1383,1.3017,2.3201,38.7915,5.878,14.9676,2.5191,4.2317,-0.0232,7.1264,0.0982
267,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,1.0969,,,0.243,0.7392,60.8307,24.9588,24.9588,,29.8265,21.9832,2498.0,,,,0.159,1.5412,2.2623,39.7817,7.924,18.0364,3.5048,5.9982,0.5361,7.7244,0.7815
268,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,1.102,,,0.2904,0.8713,60.1976,22.4853,22.4853,,23.8978,18.1581,4951.0,,,,0.1498,1.5369,2.3871,37.7033,6.7047,37.34,2.7473,4.7578,1.064,7.3754,1.4614
269,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,1.05,,,0.2996,0.895,60.1178,17.7174,17.7174,,20.0725,15.0091,6655.0,,,,0.138,1.424,2.2439,40.1087,5.2536,39.4403,2.0969,3.6795,1.4324,7.0528,2.0392
270,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,1.1279,,,0.3299,0.9367,60.959,22.5285,22.5285,,24.468,18.443,-72.0,,,,0.1327,1.2632,2.3135,38.9028,6.2225,38.8169,2.4637,4.1699,-0.0156,7.3589,0.1072
271,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2012-06-30,Q,,2012,2,2012,2,7,1.1074,,,0.3344,0.9955,60.0764,25.1739,25.1739,,27.6882,21.3068,2930.0,,,,0.1537,1.4564,2.4245,37.1211,8.5813,22.194,3.2884,5.7121,0.6381,7.2477,0.9098
272,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2012-09-30,Q,,2012,3,2012,3,7,1.1001,,,0.3251,0.9744,60.6726,22.6337,22.6337,,24.9919,18.7277,5942.0,,,,0.1424,1.4079,2.4277,37.0721,6.9336,40.0516,2.6877,4.6794,1.2954,7.4877,1.7092
273,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2012-12-31,Q,,2012,4,2012,4,7,1.0901,,,0.3076,0.9832,59.5984,19.0572,19.0572,,20.7508,16.2898,8008.0,,,,0.1329,1.4179,2.407,37.3907,5.6983,32.413,2.1932,3.9454,1.7469,7.4218,2.3222
274,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2013-03-31,Q,,2013,1,2013,1,7,1.0134,,,0.3029,1.0676,60.8156,21.8215,21.8215,,21.2415,15.8677,15.0,,,,0.1248,1.1988,2.2039,40.8364,5.3779,32.1344,2.0,3.7491,0.0033,7.3952,0.1055
275,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2013-06-30,Q,,2013,2,2013,2,7,1.0032,,,0.3029,1.0936,60.8675,25.4373,25.4373,,27.6492,20.9899,2944.0,,,,0.1424,1.3695,2.3113,38.9395,8.256,54.7005,3.0097,5.7552,0.6503,7.3593,0.8739
276,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2013-09-30,Q,,2013,3,2013,3,7,0.9556,,,0.3039,1.1153,60.1579,20.5486,20.5486,,28.0964,20.3408,6151.0,,,,0.1345,1.4432,2.3514,38.2743,7.562,49.476,2.7451,5.2639,1.3675,7.3517,1.7145
277,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2013-12-31,Q,,2013,4,2013,4,7,1.1256,,,0.3642,1.1088,60.9149,19.067,19.067,,20.1812,15.4891,8103.0,,,,0.1226,1.3168,2.2655,39.7255,5.1077,29.3018,1.8966,3.2475,1.7971,7.5965,2.338
278,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2014-03-31,Q,,2014,1,2014,1,7,1.0331,,,0.3615,1.1676,61.3937,22.466,22.466,,20.8491,15.3082,685.0,,,,0.1159,1.2163,2.021,44.532,4.9389,30.5238,1.7812,3.1535,0.1534,7.4959,0.2388
279,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2014-06-30,Q,,2014,2,2014,2,7,1.0381,,,0.3521,1.1732,61.6749,25.2108,25.2108,,26.9127,20.6378,3574.0,,,,0.1317,1.3628,2.1421,42.0153,7.5945,37.9516,2.7281,4.9203,0.8024,7.8223,1.0036
280,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2014-09-30,Q,,2014,3,2014,3,7,1.0822,,,0.3739,1.2418,61.3393,22.6369,22.6369,,22.2111,17.652,6511.0,,,,0.1243,1.4129,2.357,38.1839,6.3025,31.6056,2.2032,3.9457,1.4648,7.6958,1.7951
281,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2014-12-31,Q,,2014,4,2014,4,7,1.0189,,,0.3841,1.366,59.9246,13.3462,13.3462,,9.897,7.0824,8432.0,,,,0.1181,1.4055,2.4344,36.9702,2.5228,18.4054,0.8378,1.5537,1.8948,6.9998,2.3854
282,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2015-03-31,Q,,2015,1,2015,1,7,1.2295,,,0.4729,1.4619,61.6936,21.4359,21.4359,,18.495,14.5365,1079.0,,,,0.1177,1.2746,2.401,37.4839,5.3855,51.7857,1.7206,2.8388,0.244,6.6693,0.3559
283,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,1.1369,,,0.4756,1.5472,60.9411,20.8539,20.8539,,35.8753,25.5676,4037.0,,,,0.13,1.4727,2.4429,36.8411,10.8621,121.476,3.3259,5.6959,0.9158,6.5857,1.1611
284,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2015-09-30,Q,,2015,3,2015,3,7,1.1601,,,0.497,1.7583,59.9457,20.8191,20.8191,,15.0958,12.6805,6770.0,,,,0.1229,1.5729,2.8369,31.7249,5.5317,78.6255,1.5622,2.7827,1.539,6.0495,1.9073
285,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,1.2401,,,0.5236,1.7123,59.46,15.18,15.18,,15.38,12.37,8060.0,,,,0.1111,1.397,2.5374,35.469,4.7974,75.7353,1.3734,2.2857,1.8297,5.9584,2.39
286,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,1.1782,,,0.5179,1.8637,60.426,20.8228,20.8228,,18.4205,14.4233,97.0,,,,0.1127,1.3332,2.4794,36.2994,5.9413,135.8508,1.6359,2.8646,0.0221,5.8008,0.1378
287,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,1.2142,,,0.5215,1.7903,61.2531,24.7768,24.7768,,37.2563,29.8813,2776.0,,,,0.1226,1.4879,2.4201,37.1887,12.8922,109.8762,3.6772,6.1687,0.6342,6.2197,0.8727
288,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,1.3657,,,0.5468,1.7994,61.1493,21.358,21.358,,13.4299,9.8373,5254.0,,,,0.1132,1.5016,2.6049,34.5509,4.0008,26.2566,1.1179,1.8132,1.2039,6.0851,1.5406
289,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,1.2818,,,0.5611,1.9685,59.6769,14.4011,14.4011,,5.4735,5.8455,6684.0,,,,0.1078,1.4183,2.4401,36.8838,2.3557,26.1472,0.6268,1.0339,1.5306,5.4151,2.0142
290,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,1.4046,,,0.5776,2.057,61.4718,21.7372,21.7372,,16.5278,12.9634,364.0,,,,0.1,1.2177,2.463,36.5409,5.1329,27.5349,1.2982,2.1683,0.084,5.3983,0.1818
291,KO,KO,COCA COLA CO,Coca-Cola Company (The),NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,1.3514,,,0.5901,2.2472,62.2861,21.4183,21.4183,,27.046,14.1311,2601.0,,,,0.1064,1.3115,2.411,37.3284,6.2112,28.0172,1.5053,2.5457,0.6011,5.1755,0.7837
292,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,1.2547,,,0.4575,0.8687,39.5712,31.5845,31.5845,36.824,29.6682,20.3773,4420.3,,,,0.8186,139.7209,20.2338,18.0392,38.242,46.8868,16.6812,20.7476,4.2304,14.0887,6.8429
293,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,1.4464,,,0.4713,0.8914,39.2364,31.2134,31.2134,36.613,29.3068,19.8237,3916.9,,,,0.779,137.6393,20.0444,18.2096,35.7326,43.7548,15.4432,18.8923,3.8393,15.2524,6.8282
294,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,1.5931,,,0.4688,0.8826,38.7918,31.1834,31.1834,36.8231,29.1916,19.8746,4296.0,,,,0.7674,139.0703,21.2954,17.1398,34.8907,42.5204,15.2511,18.5335,4.2704,16.1649,7.0782
295,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,1.5232,,,0.5375,1.162,38.1021,28.968,28.968,34.9608,26.8646,17.3381,4233.7,,,,0.8017,154.4145,22.5966,16.1529,37.0159,47.0227,13.9006,17.1211,4.2925,13.3486,6.8238
296,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,3.2684,,,0.7729,3.4033,38.5204,28.1175,28.1175,34.2392,25.7966,17.8228,4938.3,,,,0.6698,156.0819,19.568,18.6529,63.9019,99.0748,11.9385,14.5123,5.2279,7.8164,6.9226
297,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,1.398,,,1.0931,-11.775,41.4456,31.4537,31.4537,37.6129,27.8857,19.0339,4321.4,,,,0.7936,244.7742,16.703,21.8524,-212.6069,-103.2087,15.1061,19.7958,5.0179,-2.6905,7.0362
298,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,0.8989,,,0.4213,0.8331,38.2977,29.876,29.876,,27.798,19.7821,1044.4,,,,0.1905,33.8206,5.2673,17.0867,8.3647,10.2597,3.7687,4.8403,0.9903,13.9298,1.4727
299,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,1.0194,,,0.4252,0.8214,39.4706,31.7013,31.7013,,29.9244,20.4217,2096.8,,,,0.2103,36.3461,5.5283,16.2799,9.431,11.5331,4.2951,5.4206,2.0013,14.4934,3.0504
300,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,0.8708,,,0.4517,0.9394,40.5621,33.4161,33.4161,,31.5812,21.0332,3574.1,,,,0.222,37.0391,5.9526,15.1195,11.3006,14.0872,4.6698,6.1962,3.4323,13.0358,5.1527
301,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,1.2547,,,0.4575,0.8687,39.7731,31.0727,31.0728,,29.075,20.1768,4420.3,,,,0.2068,35.1807,5.1118,17.6064,9.5662,11.7287,4.1728,5.19,4.2304,14.0887,6.8429
302,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,1.1668,,,0.4513,0.8717,38.4551,30.0095,30.0095,,28.2208,19.349,1045.1,,,,0.1964,36.0707,5.3035,16.97,8.6402,10.6076,3.8,4.7413,1.0147,14.4268,1.5859
303,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2012-06-30,Q,,2012,2,2012,2,7,1.2423,,,0.4754,0.9671,39.2704,31.1601,31.1601,,29.062,19.4769,1816.2,,,,0.2075,37.6007,5.3587,16.7952,9.5974,11.8633,4.0411,5.0345,1.7738,13.9182,3.0439
304,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2012-09-30,Q,,2012,3,2012,3,7,1.0136,,,0.4787,0.9553,39.9111,31.9781,31.9781,,30.1102,20.3428,3062.4,,,,0.2115,39.3932,5.5996,16.0725,10.4796,13.0612,4.3016,5.4625,3.016,13.8288,5.0384
305,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2012-12-31,Q,,2012,4,2012,4,7,1.4464,,,0.4713,0.8914,39.2443,31.6135,31.6135,,29.7464,20.0817,3916.9,,,,0.1965,34.7067,5.055,17.8043,9.1287,11.1781,3.9453,4.8264,3.8393,15.2524,6.8282
306,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2013-03-31,Q,,2013,1,2013,1,7,1.3891,,,0.4566,0.8404,37.6077,29.5142,29.5142,,27.5052,19.23,1052.7,,,,0.1936,39.1749,5.3702,16.7593,8.3411,10.2117,3.7223,4.5322,1.0415,15.1902,1.6689
307,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2013-06-30,Q,,2013,2,2013,2,7,1.6514,,,0.4685,0.8813,39.0356,31.0243,31.0243,,29.079,19.714,1963.1,,,,0.2056,40.0612,5.4411,16.5407,9.2052,11.2693,4.0533,4.893,1.9462,15.1768,3.1691
308,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2013-09-30,Q,,2013,3,2013,3,7,1.2385,,,0.4707,0.8894,39.7438,32.9997,32.9997,,31.032,20.7854,3326.5,,,,0.206,39.0168,5.6978,15.7955,10.0377,12.3645,4.2817,5.3126,3.3126,15.2411,5.2253
309,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2013-12-31,Q,,2013,4,2013,4,7,1.5931,,,0.4688,0.8826,38.668,31.0212,31.0213,,28.9742,19.6949,4296.0,,,,0.1937,35.169,5.3745,16.7459,8.726,10.6341,3.8142,4.6351,4.2704,16.1649,7.0782
310,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2014-03-31,Q,,2014,1,2014,1,7,1.5595,,,0.4613,0.8625,37.552,28.8942,28.8942,,26.6152,17.9813,1338.5,,,,0.1842,39.3993,5.4487,16.5176,7.4611,9.0886,3.3127,4.0196,1.344,16.3372,1.9152
311,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2014-06-30,Q,,2014,2,2014,2,7,1.7436,,,0.4797,0.9552,38.7694,30.4803,30.4803,,28.8441,19.3144,2235.9,,,,0.1901,39.7236,5.5479,16.2225,8.5862,10.4666,3.6715,4.4678,2.2512,16.4527,3.4175
312,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2014-09-30,Q,,2014,3,2014,3,7,1.2466,,,0.5158,1.1104,38.3736,29.6618,29.6618,,27.495,15.291,3409.9,,,,0.194,41.0086,5.6959,15.801,7.8409,9.8791,2.9661,3.7964,3.4661,14.0011,5.3133
313,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2014-12-31,Q,,2014,4,2014,4,7,1.5232,,,0.5375,1.162,37.6449,26.6532,26.6532,,24.2856,16.6991,4233.7,,,,0.192,37.2554,5.4119,16.63,8.5386,10.8469,3.2065,3.9494,4.2925,13.3486,6.8238
314,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2015-03-31,Q,,2015,1,2015,1,7,1.3056,,,0.5562,1.2533,36.9364,23.2509,23.2509,,21.0458,13.6183,1306.9,,,,0.1853,38.0354,5.4579,16.49,7.1164,9.2113,2.5237,3.1582,1.3536,11.897,1.7602
315,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2015-06-30,Q,,2015,2,2015,2,7,2.1632,,,0.629,1.6951,38.3274,28.4608,28.4608,,26.3539,18.505,2404.5,,,,0.1859,39.172,5.5131,16.3249,11.3854,15.1562,3.4406,4.2245,2.511,11.2135,3.3553
316,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2015-09-30,Q,,2015,3,2015,3,7,1.5196,,,0.684,2.165,39.1725,30.6919,30.6919,,28.3956,19.7911,3939.2,,,,0.2007,40.5217,5.8221,15.4583,15.7549,22.8553,3.9721,4.9779,4.214,9.0501,5.5203
317,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2015-12-31,Q,,2015,4,2015,4,7,3.2684,,,0.7729,3.4033,39.5266,29.6532,29.6532,,26.9787,19.0213,4938.3,,,,0.1671,38.3097,4.8828,18.432,17.0177,26.3847,3.1793,3.8648,5.2279,7.8164,6.9226
318,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2016-03-31,Q,,2016,1,2016,1,7,1.7671,,,0.8581,6.0452,39.186,30.1546,30.1546,,26.701,19.0518,1366.5,,,,0.1747,38.318,5.0804,17.7152,29.1173,86.9782,3.3283,4.1329,1.5246,4.4008,1.9471
319,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2016-06-30,Q,,2016,2,2016,2,7,1.8921,,,0.976,40.6406,41.2769,29.6552,29.6552,,26.34,17.4445,2287.7,,,,0.189,42.0938,4.9444,18.2026,170.7654,-58.8023,3.2972,4.1009,2.6259,0.75,3.4362
320,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2016-09-30,Q,,2016,3,2016,3,7,0.961,,,1.0666,-16.0132,42.7609,33.27,33.27,,29.6462,19.8534,4095.1,,,,0.1977,40.6309,4.7593,18.9104,-78.5297,-30.8903,3.9259,5.2307,4.8308,-1.9558,6.187
321,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2016-12-31,Q,,2016,4,2016,4,7,1.398,,,1.0931,-11.775,42.4323,32.6594,32.6594,,28.7764,19.7947,4321.4,,,,0.1943,58.9253,4.0899,22.0055,-54.1396,-26.2817,3.8467,5.0409,5.0179,-2.6905,7.0362
322,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2017-03-31,Q,,2017,1,2017,1,7,1.8341,,,1.0814,-13.3972,42.802,35.8357,35.8357,,31.8452,21.4028,1181.6,,,,0.1767,57.1567,4.2462,21.1954,-59.8188,-28.0554,3.782,4.8683,1.4319,-2.4918,1.8711
323,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2017-06-30,Q,,2017,2,2017,2,7,2.148,,,1.0765,-14.1762,44.7692,37.9374,37.9374,,34.0744,23.0607,2055.1,,,,0.1845,58.9295,4.1513,21.6799,-69.7341,-32.1022,4.2553,5.3349,2.5087,-2.4699,3.366
324,MMM,MMM,3M CO,3M Company,NYSE,USD,2011-12-31,A,,2011,4,2011,4,7,2.2496,,,0.2204,0.3257,47.0028,20.8639,20.8639,25.038,20.3674,14.4642,3960.0,,,,0.9366,4.594,7.6574,47.6666,27.4682,63.1541,13.781,21.4145,5.5076,22.824,7.3491
325,MMM,MMM,3M CO,3M Company,NYSE,USD,2012-12-31,A,,2012,4,2012,4,7,2.1984,,,0.2141,0.3326,47.5488,21.6794,21.6794,25.9865,21.238,14.8609,3857.0,,,,0.8827,4.0878,7.3637,49.5675,25.0055,51.6724,13.3162,19.6506,5.4841,26.2556,7.5359
326,MMM,MMM,3M CO,3M Company,NYSE,USD,2013-12-31,A,,2013,4,2013,4,7,1.6982,,,0.1942,0.3348,47.8281,21.5931,21.5931,26.0341,21.2562,15.0918,4280.0,,,,0.9201,4.1682,7.2586,50.2849,26.3038,52.9557,14.0715,21.1951,6.1707,27.0588,8.3867
327,MMM,MMM,3M CO,3M Company,NYSE,USD,2014-12-31,A,,2014,4,2014,4,7,2.0629,,,0.3378,0.5183,48.314,22.4223,22.4223,26.8471,22.0798,15.5746,5268.0,,,,1.0196,4.4379,7.5085,48.6116,38.0307,107.3223,16.0146,25.1827,7.9577,20.6917,10.0091
328,MMM,MMM,3M CO,3M Company,NYSE,USD,2015-12-31,A,,2015,4,2015,4,7,1.5434,,,0.4329,0.9415,49.1874,22.9438,22.9438,27.6838,22.5375,15.9642,4992.0,,,,0.9207,4.3727,7.2879,50.0829,42.2131,-1267.278,14.7219,23.9405,7.8343,18.8207,10.0753
329,MMM,MMM,3M CO,3M Company,NYSE,USD,2016-12-31,A,,2016,4,2016,4,7,1.8855,,,0.508,1.1264,50.0482,23.9895,23.9895,28.8851,23.4249,16.7724,5300.0,,,,0.915,4.4431,6.8554,53.2426,48.9026,-442.5197,15.3711,24.0617,8.5663,17.3329,10.7677
330,MMM,MMM,3M CO,3M Company,NYSE,USD,2011-03-31,Q,,2011,1,2011,1,7,2.1432,,,0.2099,0.3327,47.9962,21.5839,21.5839,,21.1325,14.7859,504.0,,,,0.2349,1.0897,1.737,51.8137,6.5317,14.2103,3.5433,5.1607,0.6938,23.7652,1.0091
331,MMM,MMM,3M CO,3M Company,NYSE,USD,2011-06-30,Q,,2011,2,2011,2,7,2.1823,,,0.2017,0.3156,47.3958,21.5495,21.5495,,21.0156,15.1042,1663.0,,,,0.2379,1.0869,1.7514,51.3867,6.634,13.8732,3.646,5.2956,2.2891,25.0051,3.0062
332,MMM,MMM,3M CO,3M Company,NYSE,USD,2011-09-30,Q,,2011,3,2011,3,7,2.2172,,,0.2215,0.3537,46.5277,20.9932,20.9932,,20.4887,14.447,2696.0,,,,0.2345,1.1174,1.7683,50.8976,6.3347,13.2572,3.4345,4.9314,3.768,24.8443,4.956
333,MMM,MMM,3M CO,3M Company,NYSE,USD,2011-12-31,Q,,2011,4,2011,4,7,2.2496,,,0.2204,0.3257,46.0573,19.2411,19.2411,,18.7474,13.4575,3960.0,,,,0.2242,1.1194,1.8332,49.0944,6.1405,14.118,3.0807,4.7872,5.5076,22.824,7.3491
334,MMM,MMM,3M CO,3M Company,NYSE,USD,2012-03-31,Q,,2012,1,2012,1,7,2.3767,,,0.2135,0.3113,48.0497,21.8274,21.8274,,21.4133,15.0281,571.0,,,,0.2338,1.0921,1.7317,51.973,6.8656,14.8878,3.564,5.4002,0.8087,23.9511,1.1726
